Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
1,Max Aarons,ENG,DF,Norwich City,Premier League,22,2000,30,2521,0,0.43,0.04,2.18,1
2,Yunis Abdelhamid,MAR,DF,Reims,Ligue 1,34,1987,31,2713,0.07,0.6,0,3.19,1.33
3,Salis Abdul Samed,GHA,MF,Clermont Foot,Ligue 1,22,2000,30,2398,0.04,0.68,0,0.56,1.54
4,Laurent Abergel,FRA,MF,Lorient,Ligue 1,29,1993,31,2708,0,0.86,0.07,0.37,1.46
5,Charles Abi,FRA,FW,FALSE,Ligue 1,22,2000,1,45,0,0,0,0,2
6,Dickson Abiama,NGA,FW,FALSE,Bundesliga,23,1998,23,723,0,2.25,0.13,0.88,2.25
7,Matthis Abline,FRA,FW,Rennes,Ligue 1,19,2003,7,103,0,1.82,0,0.91,1.82
8,Tammy Abraham,ENG,FW,Roma,Serie A,24,1997,34,2815,0.48,2.78,0.13,0.86,1.31
9,Luis Abram,PER,DF,Granada,La Liga,26,1996,8,560,0,0.32,0,6.29,0.81
10,Francesco Acerbi,ITA,DF,Lazio,Serie A,34,1988,27,2266,0.16,0.56,0,4.29,0.71
11,Ragnar Ache,GER,MF-FW,Eint Frankfurt,Bundesliga,23,1998,13,259,0,3.79,0.34,0.34,2.07
12,Che Adams,SCO,FW,Southampton,Premier League,25,1996,28,2002,0.32,2.16,0.14,0.72,1.4
13,Tyler Adams,USA,MF,RB Leipzig,Bundesliga,23,1999,22,1313,0,0.14,0.07,1.37,1.37
14,Sargis Adamyan,ARM,FW-MF,Hoffenheim,Bundesliga,28,1993,13,331,0.27,0.81,0,0.54,1.62
15,Martin Adeline,FRA,MF-FW,Reims,Ligue 1,18,2003,8,352,0,1.03,0,1.54,4.1
16,Amine Adli,FRA,FW-MF,Leverkusen,Bundesliga,21,2000,25,1256,0.21,2.71,0.14,0.57,1.93
17,Yacine Adli,FRA,MF-FW,Bordeaux,Ligue 1,21,2000,35,2234,0.04,1.29,0.28,0.56,1.05
18,Michel Aebischer,SUI,MF,Bologna,Serie A,25,1997,10,287,0,0.63,0,0.94,3.75
19,Felix Afena-Gyan,GHA,FW-MF,Roma,Serie A,19,2003,17,668,0.27,2.43,0,0,2.03
20,Martin Agirregabiria,ESP,DF,FALSE,La Liga,25,1996,21,1501,0,0.24,0.06,2.57,1.68
21,Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,21,2000,4,360,0,0,0,0.25,0
22,Lucien Agoume,FRA,MF,Brest,Ligue 1,20,2002,25,1763,0,0.82,0,1.53,1.68
23,Kevin Agudelo,COL,FW-MF,Spezia,Serie A,23,1998,20,1033,0.26,1.48,0,0.26,3.13
24,Nayef Aguerd,MAR,DF,Rennes,Ligue 1,26,1996,29,2555,0.07,0.88,0.07,5.18,0.63
25,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,25,1870,0,0.38,0.1,2.93,1.44
26,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,2002,3,61,0,0,0,2.86,2.86
27,Anel Ahmedhodzic,BIH,DF,Bordeaux,Ligue 1,23,1999,12,1080,0,0.5,0.08,2.67,1.17
28,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,22,886,0.1,1.43,0.1,1.12,2.24
29,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,26,1995,28,2277,0,0.24,0,4.19,0.36
30,Ola Aina,NGA,DF,Torino,Serie A,25,1996,19,1257,0,0.64,0,2.21,1.36
31,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,21,1757,0,0.31,0.15,3.79,0.82
32,Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,28,1994,33,2597,0.42,2.01,0.28,1.04,1.11
33,Manuel Akanji,SUI,DF,Dortmund,Bundesliga,26,1995,24,2081,0.04,0.61,0,2.94,0.82
34,Carlos Akapo,EQG,DF,FALSE,La Liga,29,1993,22,1607,0,0.39,0,2.63,1.23
35,Ilias Akhomach,ESP,FW,Barcelona,La Liga,18,2004,2,124,0,2.86,0,0,2.86
36,Maghnes Akliouche,FRA,MF-FW,Monaco,Ligue 1,20,2002,7,54,0,3.33,0,0,5
37,Paul Akouokou,CIV,MF,Betis,La Liga,24,1997,8,516,0,0.35,0,1.58,2.46
38,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,29,1992,9,303,0,0.59,0,1.18,3.82
39,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,25,1442,0.13,0.75,0.13,1.81,1.81
40,David Alaba,AUT,DF,Real Madrid,La Liga,29,1992,30,2642,0.07,0.71,0.1,2.28,0.61
41,Sofiane Alakouch,MAR,DF-MF,Metz,Ligue 1,23,1998,4,158,0,0.56,0,1.11,2.78
42,Lucas Alario,ARG,FW,Leverkusen,Bundesliga,29,1992,25,569,0.63,3.33,0,0.63,1.27
43,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,27,2374,0.04,1.06,0.34,1.36,0.91
44,Luis Alberto,ESP,MF,Lazio,Serie A,29,1992,32,2202,0.16,1.67,0.37,0.24,0.65
45,Marc Albrighton,ENG,FW-DF,Leicester City,Premier League,32,1989,16,1087,0.08,0.33,0.08,0.74,0.66
46,Omar Alderete,PAR,DF,Valencia,La Liga,25,1996,26,2133,0.08,0.72,0,7.3,1.86
47,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,23,1998,29,2583,0.07,1.46,0.42,1.43,0.49
48,Mircea Alexandru Tirlea,ROU,DF,FALSE,La Liga,22,2000,1,15,0,0,0,5,0
49,Mohamed Ali Cho,FRA,FW,Angers,Ligue 1,18,2004,29,1663,0.16,2,0,0,1.46
50,Alisson,BRA,GK,Liverpool,Premier League,29,1992,32,2880,0,0,0.03,0.03,0
51,Allan,BRA,MF,Everton,Premier League,31,1991,27,2173,0,0.29,0.08,1.66,1.62
52,Jim Allevinah,GAB,FW,Clermont Foot,Ligue 1,27,1995,27,1319,0.07,2.52,0.14,0.14,1.09
53,Dele Alli,ENG,MF,Everton,Premier League,26,1996,9,227,0,1.2,0,2.4,3.6
54,Marcos Alonso,ESP,DF,Chelsea,Premier League,31,1990,25,1942,0.14,1.9,0.19,2.5,1.44
55,Giorgio Altare,ITA,DF,Cagliari,Serie A,23,1998,16,1208,0,0.97,0,4.78,2.39
56,Dani Alves,BRA,DF,Barcelona,La Liga,39,1983,10,750,0.12,0.36,0.24,0.48,2.29
57,Steven Alzate,COL,MF,Brighton,Premier League,23,1998,9,404,0,0.22,0,2.22,1.33
58,Ibrahim Amadou,FRA,DF-MF,Metz,Ligue 1,29,1993,10,812,0.11,0.33,0,3.33,1.44
59,Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,20,2001,3,79,0,1.11,1.11,0,2.22
60,Daniel Amartey,GHA,DF,Leicester City,Premier League,27,1994,23,1810,0,0.05,0,4.78,0.75
61,Amath,SEN,FW-MF,Mallorca,La Liga,25,1996,19,884,0,1.12,0.1,0.41,2.04
62,Jordan Amavi,FRA,DF,Marseille,Ligue 1,28,1994,2,128,0,0,0,0.71,2.14
63,Kelvin Amian,FRA,DF,Spezia,Serie A,24,1998,29,2376,0.04,0.95,0.04,2.46,1.4
64,Nadiem Amiri,GER,MF-FW,Genoa,Serie A,25,1996,10,448,0,2.2,0,0,0.4
65,Ethan Ampadu,WAL,MF-DF,Venezia,Serie A,21,2000,27,2102,0,0.3,0.09,2.56,2.14
66,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,1996,21,764,0.12,0.35,0,0.82,2.59
67,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,25,1996,30,2556,0,0.25,0.11,4.75,0.63
68,Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,35,2618,0.17,1.2,0.17,0.55,1.41
69,Sebastian Andersson,SWE,FW,FALSE,Bundesliga,30,1991,26,1257,0.21,2.5,0.07,0.64,1.93
70,Florin Andone,ROU,FW,FALSE,La Liga,29,1993,5,176,0,1.5,0,0.5,2.5
71,Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,1994,24,1723,0.21,1.47,0.1,2.3,2.04
72,Ebenezer Annan,GHA,DF,Bologna,Serie A,19,2002,1,25,0,0,0,0,0
73,Cristian Ansaldi,ARG,DF,Torino,Serie A,35,1986,16,584,0,0.92,0.46,1.23,1.38
74,Janis Antiste,FRA,FW-MF,Spezia,Serie A,19,2002,15,698,0.13,1.41,0,0.51,1.67
75,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,25,1996,27,2415,0.07,0.82,0.04,5.45,1.12
76,Michail Antonio,JAM,FW,West Ham,Premier League,32,1990,33,2747,0.26,2.59,0.23,0.52,1.48
77,Christopher Antwi-Adjei,GHA,FW-MF,Bochum,Bundesliga,28,1994,25,1130,0.08,2.3,0.08,0.63,1.27
78,Houssem Aouar,FRA,MF-FW,Lyon,Ligue 1,23,1998,33,2352,0.19,2.64,0.11,0.27,1.11
79,Adil Aouchiche,FRA,MF-FW,FALSE,Ligue 1,19,2002,33,985,0,1.74,0.37,0.73,0.92
80,Dennis Appiah,FRA,DF,Nantes,Ligue 1,29,1992,29,1976,0,0.09,0,3.18,1.77
81,Mauro Arambarri,URU,MF,Getafe,La Liga,26,1995,27,2303,0,1.33,0.2,0.82,2.3
82,Mattia Aramu,ITA,MF-FW,Venezia,Serie A,26,1995,30,2001,0.27,2.52,0.18,0.81,1.31
83,Cameron Archer,ENG,MF-FW,Aston Villa,Premier League,20,2001,3,27,0,3.33,0,3.33,10
84,Alphonse Areola,FRA,GK,West Ham,Premier League,29,1993,1,90,0,0,0,0,0
85,Matias Arezo,URU,FW,Granada,La Liga,19,2002,7,149,0,2.35,0,0.59,1.76
86,Santiago Arias,COL,DF,Granada,La Liga,30,1992,9,336,0.27,0.54,0,1.89,1.35
87,Adam Armstrong,ENG,FW-MF,Southampton,Premier League,25,1997,21,1261,0.14,3.21,0.14,0.36,0.93
88,Stuart Armstrong,SCO,MF,Southampton,Premier League,30,1992,22,1281,0.14,2.54,0,0.92,0.63
89,Marko Arnautovi?,AUT,FW,Bologna,Serie A,33,1989,31,2514,0.47,2.97,0.04,0.5,1.68
90,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,27,1994,32,2814,0.13,1.18,0.06,1.25,1.79
91,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,1994,4,360,0,0,0,0,0
92,Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,29,1644,0.05,1.26,0,1.26,1.69
93,Arthur,BRA,FW,Fiorentina,Serie A,24,1998,11,604,0.3,2.99,0.15,1.04,1.94
94,Santiago Arzamendia,PAR,MF-DF,FALSE,La Liga,24,1998,14,469,0.19,1.15,0,2.88,1.54
95,Takuma Asano,JPN,FW-MF,Bochum,Bundesliga,27,1994,25,1446,0.19,1.74,0.19,0.62,0.87
96,Sergio Asenjo,ESP,GK,Villarreal,La Liga,32,1989,6,540,0,0,0,0,0
97,Marco Asensio,ESP,FW-MF,Real Madrid,La Liga,26,1996,29,1551,0.58,3.31,0,0.23,0.58
98,Harrison Ashby,SCO,DF,West Ham,Premier League,20,2001,1,7,0,0,0,0,0
99,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,21,2001,17,727,0,0.86,0,2.35,2.35
100,Fisnik Asllani,KVX,MF-FW,Hoffenheim,Bundesliga,19,2002,2,9,0,0,0,0,0
101,Kristjan Asllani,ALB,MF,Empoli,Serie A,20,2002,20,1083,0,1.25,0,1.58,0.92
102,Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,1987,33,2750,0.46,2.09,0.13,0.36,0.78
103,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,21,2000,18,586,0,0.92,0.31,2.15,2
104,Simon Asta,GER,DF,FALSE,Bundesliga,21,2001,11,623,0,0.43,0,1.01,1.59
105,Youcef Atal,ALG,DF,Nice,Ligue 1,25,1996,17,1140,0.16,1.1,0.08,1.81,1.42
106,Pierre-Emerick Aubameyang,GAB,FW,Barcelona,La Liga,32,1989,13,858,0.95,3.26,0.11,0.21,0.74
107,Emil Audero,ITA,GK,Sampdoria,Serie A,25,1997,26,2295,0,0,0,0,0
108,Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,1994,33,2125,0.04,0.21,0.04,2.25,0.55
109,Ludwig Augustinsson,SWE,DF,Sevilla,La Liga,28,1994,19,793,0,0.45,0.11,3.18,1.82
110,Serge Aurier,CIV,DF,Villarreal,La Liga,29,1992,17,977,0,1.01,0.09,1.65,1.47
111,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,24,1997,29,2021,0.58,2.67,0,1.02,1.29
112,Ramzi Aya,ITA,DF,Salernitana,Serie A,31,1990,2,135,0,0.67,0,0.67,0.67
113,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,30,1991,30,1929,0.09,1.54,0.14,0.23,1.87
114,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,1994,21,1174,0.08,0.23,0,3.77,1
115,Luke Ayling,ENG,DF,Leeds United,Premier League,30,1991,25,2246,0.08,0.76,0.08,2.68,1.12
116,Karim Azamoum,FRA,DF,Troyes,Ligue 1,32,1990,7,388,0,0.7,0,2.56,2.79
117,Sardar Azmoun,IRN,FW-MF,Leverkusen,Bundesliga,27,1995,7,288,0.31,2.19,0.31,2.19,2.19
118,Iddrisu Baba,GHA,MF,Mallorca,La Liga,26,1996,25,1844,0.1,1.02,0,1.95,2.44
119,Carlos Bacca,COL,FW,Granada,La Liga,35,1986,16,507,0,1.43,0.18,0.89,0.54
120,Daniel Bachmann,AUT,GK,Watford,Premier League,27,1994,11,990,0,0,0,0,0.09
121,Milan Badelj,CRO,MF,Genoa,Serie A,33,1989,32,2731,0.03,0.73,0,1.35,1.49
122,Youssouph Badji,SEN,FW,Brest,Ligue 1,20,2001,9,135,0,1.33,0,0,2
123,Miguel Baeza,ESP,DF,Celta Vigo,La Liga,22,2000,1,2,0,0,0,0,0
124,Issa Bah,LUX,FW,Venezia,Serie A,19,2002,1,9,0,0,0,0,0
125,Leon Bailey,JAM,FW-MF,Aston Villa,Premier League,24,1997,18,761,0.12,2.47,0.24,0.35,1.53
126,Eric Bailly,CIV,DF,Manchester Utd,Premier League,28,1994,4,217,0,0,0,4.17,0.83
127,Stefan Bajic,FRA,GK,FALSE,Ligue 1,20,2001,7,510,0,0,0,0,0
128,Nedim Bajrami,ALB,MF,Empoli,Serie A,23,1999,32,1916,0.28,2.25,0.19,0.38,0.8
129,Abdoulaye Bakayoko,FRA,DF,FALSE,Ligue 1,19,2002,4,307,0,0,0,4.71,2.06
130,Mitchel Bakker,NED,DF,Leverkusen,Bundesliga,21,2000,23,1753,0,0.46,0.15,2.1,0.82
131,Ridle Baku,GER,DF-FW,Wolfsburg,Bundesliga,24,1998,32,2266,0.12,1.43,0.2,1.75,1.19
132,Dilane Bakwa,FRA,FW,Bordeaux,Ligue 1,19,2002,2,12,0,0,0,0,0
133,Alejandro Balde,ESP,FW-DF,Barcelona,La Liga,18,2003,4,99,0,0,0,0,2.73
134,Gareth Bale,WAL,FW,Real Madrid,La Liga,32,1989,5,280,0.32,4.84,0,0.32,0.97
135,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,26,2027,0,0.27,0,3.07,1.16
136,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,17,950,0,0.19,0,3.3,0.85
137,Folarin Balogun,ENG,FW,Arsenal,Premier League,20,2001,2,70,0,3.75,0,1.25,0
138,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,7,424,0,0.21,0,1.7,1.06
139,Jonathan Bamba,FRA,MF-FW,Lille,Ligue 1,26,1996,28,2209,0.04,1.76,0.04,0.37,0.41
140,Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,9,559,0.32,3.23,0.32,1.29,1.13
141,Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,32,1726,0.1,1.88,0.05,1.35,2.5
142,Mattia Bani,ITA,DF,Genoa,Serie A,28,1993,15,1031,0,0.52,0,6.43,0.87
143,Simon Banza,FRA,FW,Lens,Ligue 1,25,1996,4,124,0.71,4.29,0.71,1.43,2.14
144,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,20,880,0.1,1.22,0.1,1.02,0.61
145,Barbero,ESP,FW-MF,Osasuna,La Liga,23,1998,5,20,0,0,0,0,10
146,Danilo Barbosa,BRA,DF,Nice,Ligue 1,26,1996,1,90,0,0,0,9,0
147,Barcia,ESP,DF,Granada,La Liga,21,2000,1,75,0,0,0,0,0
148,Bradley Barcola,FRA,FW,Lyon,Ligue 1,19,2002,9,165,0,1.11,0.56,0.56,0
149,Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,30,2372,0.04,0.15,0.08,2.46,0.91
150,Enis Bardhi,MKD,MF-FW,Levante,La Liga,26,1995,26,1451,0.19,2.11,0.12,0.37,2.11
151,Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1,90,0,0,0,0,0
152,Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,25,1481,0.06,0.3,0.06,1.52,1.7
153,Kike Barja,ESP,MF-FW,Osasuna,La Liga,25,1997,17,710,0.13,1.52,0,0.38,2.28
154,Ross Barkley,ENG,MF,Chelsea,Premier League,28,1993,5,154,0,3.53,0,0,1.18
155,Aymen Barkok,MAR,FW-MF,Eint Frankfurt,Bundesliga,23,1998,4,103,0,0,0,4.55,3.64
156,Ashley Barnes,ENG,FW,Burnley,Premier League,32,1989,19,500,0,1.79,0,0.36,3.21
157,Harvey Barnes,ENG,FW-MF,Leicester City,Premier League,24,1997,27,1772,0.2,2.84,0.3,0.25,0.81
158,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,29,1700,0.05,1.69,0.11,1.53,2.17
159,Ander Barrenetxea,ESP,FW-MF,Real Sociedad,La Liga,20,2001,11,547,0.16,1.31,0.16,0.49,1.64
160,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,27,1994,22,1466,0.12,0.49,0,2.7,0.8
161,Musa Barrow,GAM,FW-MF,Bologna,Serie A,23,1998,31,1931,0.23,2.88,0.23,0.28,0.47
162,Abdourahmane Barry,FRA,DF,FALSE,Bundesliga,22,2000,8,210,0,0.43,0,0,3.48
163,Marc Bartra,ESP,DF,Betis,La Liga,31,1991,20,1723,0,0.68,0,5.6,0.84
164,Daniele Baselli,ITA,MF,Cagliari,Serie A,30,1992,7,266,0,1.33,0,1.67,1.33
165,Amine Bassi,FRA,MF,Metz,Ligue 1,24,1997,5,184,0,2,0,0.5,2
166,Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,29,2183,0.04,0.33,0.04,2.88,1.44
167,Simone Bastoni,ITA,MF-DF,Spezia,Serie A,25,1996,30,2233,0.12,1.09,0.08,1.21,1.73
168,Lewis Bate,ENG,MF,Leeds United,Premier League,19,2002,1,43,0,0,0,2,2
169,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,30,1991,23,909,0,0.4,0,2.97,2.87
170,Maximilian Bauer,GER,DF,FALSE,Bundesliga,22,2000,25,1670,0,0.32,0,5.97,1.56
171,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,31,1990,31,2790,0,0,0,0.03,0
172,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,25,2166,0.04,0.54,0.08,3.4,1.24
173,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,34,1988,4,22,0,0,0,0,0
174,Christoph Baumgartner,AUT,MF-FW,Hoffenheim,Bundesliga,22,1999,27,1730,0.31,2.03,0.05,0.73,1.77
175,Jon Bautista,ESP,FW-MF,Real Sociedad,La Liga,26,1995,1,45,0,2,0,2,2
176,Mohamed Bayo,GUI,FW,Clermont Foot,Ligue 1,23,1998,29,2159,0.5,2.21,0.17,0.42,0.88
177,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,33,1988,1,8,0,0,0,10,0
178,Noah Joel Sarenren Bazee,NGA,MF-FW,Augsburg,Bundesliga,25,1996,14,241,0.37,2.59,0,0.74,2.59
179,Ihlas Bebou,TOG,FW-DF,Hoffenheim,Bundesliga,28,1994,27,2055,0.31,1.97,0.09,0.92,1.45
180,Sheraldo Becker,SUR,FW-MF,Union Berlin,Bundesliga,27,1995,26,1659,0.16,1.9,0.27,0.22,1.52
181,Jan Bednarek,POL,DF,Southampton,Premier League,26,1996,30,2539,0.14,0.67,0,5.74,1.24
182,Donny van de Beek,NED,MF,Everton,Premier League,25,1997,6,429,0,0.83,0,1.04,2.08
183,Asmir Begovi?,BIH,GK,Everton,Premier League,34,1987,2,180,0,0,0,0.5,0
184,Valon Behrami,SUI,MF,Genoa,Serie A,37,1985,10,311,0,0.29,0,1.43,2.29
185,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,22,464,0.38,2.31,0.38,1.54,2.31
186,Vid Belec,SVN,GK,Salernitana,Serie A,31,1990,22,1848,0,0,0,0,0
187,Ishak Belfodil,ALG,FW,Hertha BSC,Bundesliga,30,1992,24,1522,0.24,2.01,0.12,0.83,1.18
188,Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,28,2103,0,0.17,0,1.11,1.45
189,Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,31,2684,0.03,0.7,0,4.9,1.68
190,Armel Bella Kotchap,GER,DF,Bochum,Bundesliga,20,2001,21,1704,0,0.53,0,5.71,1.48
191,Raoul Bellanova,ITA,DF,Cagliari,Serie A,21,2000,28,2226,0.04,0.73,0.08,1.38,0.49
192,Karim Bellarabi,GER,FW-DF,Leverkusen,Bundesliga,32,1990,16,683,0.39,3.68,0.26,0.92,2.89
193,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,23,1998,33,2180,0.08,1.12,0.12,0.99,1.69
194,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,18,2003,30,2610,0.1,1.48,0.24,1,1.41
195,George Bello,USA,DF,Arminia,Bundesliga,20,2002,9,420,0,0.64,0,2.77,0.64
196,Jeanuel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,1,12,0,0,0,0,0
197,Andrea Belotti,ITA,FW,Torino,Serie A,28,1993,19,1139,0.63,3.7,0.08,0.39,1.81
198,Hatem Ben Arfa,FRA,FW-MF,Lille,Ligue 1,35,1987,7,314,0,0.86,0.29,0.29,2
199,Salim Ben Seghir,FRA,FW,Marseille,Ligue 1,19,2003,1,1,0,0,0,0,0
200,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,34,2288,0.83,2.32,0.16,0.08,0.83
201,Marco Benassi,ITA,DF-MF,Fiorentina,Serie A,27,1994,6,158,0,1.67,0,2.22,2.22
202,Iker Benito,ESP,MF-FW,Osasuna,La Liga,19,2002,4,118,0,2.31,0,0.77,1.54
203,Loris Benito,SUI,DF,Bordeaux,Ligue 1,30,1992,1,61,0,0,0,1.43,1.43
204,Pedro Benito,ESP,FW,FALSE,La Liga,22,2000,1,31,0,0,0,0,10
205,Keanan Bennetts,ENG,FW-DF,M'Gladbach,Bundesliga,23,1999,4,50,0,1.67,0,0,5
206,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,21,1840,0.2,1.42,0.05,3.73,1.57
207,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,15,1245,0.07,0.72,0,0.94,1.81
208,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,24,1997,13,1019,0,0.8,0.09,1.68,2.12
209,Christian Benteke,BEL,FW,Crystal Palace,Premier League,31,1990,23,1122,0.32,3.12,0.08,2.4,1.2
210,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,30,2429,0.96,3.93,0.41,0.56,0.52
211,Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,30,2580,0.49,3.1,0.31,0.77,2.06
212,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,10,655,0.14,0.96,0.27,2.05,0.55
213,Bartosz Bereszy?ski,POL,DF,Sampdoria,Serie A,29,1992,32,2676,0,0.2,0.1,1.92,1.38
214,Patrick Berg,NOR,MF,Lens,Ligue 1,24,1997,13,293,0,0,0,2.12,1.52
215,Mitchell van Bergen,NED,FW-MF,Reims,Ligue 1,22,1999,18,931,0,1.17,0,0.29,0.68
216,Steven Bergwijn,NED,FW-MF,Tottenham,Premier League,24,1997,22,527,0.51,3.22,0.17,1.53,1.36
217,Etrit Berisha,ALB,GK,Torino,Serie A,33,1989,7,630,0,0,0,0,0
218,Valon Berisha,KVX,MF-FW,Reims,Ligue 1,29,1993,13,455,0,0.78,0.2,0.98,2.55
219,Federico Bernardeschi,ITA,MF-FW,Juventus,Serie A,28,1994,25,1309,0.07,2.28,0.21,0.34,1.24
220,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,13,1170,0,0,0,0,0
221,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,29,1993,14,874,0,0.1,0,1.55,0.41
222,Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,23,1998,9,653,0,0,0,0,0
223,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,29,1732,0.05,1.2,0.26,0.31,0.83
224,Ryan Bertrand,ENG,DF,Leicester City,Premier League,32,1989,4,337,0,0,0,1.89,1.35
225,Daniel Bessa,ITA,MF-FW,Hellas Verona,Serie A,29,1993,23,747,0.12,1.08,0.12,1.69,2.65
226,Beto,GNB,FW,Udinese,Serie A,24,1998,28,2173,0.46,2.66,0,0.95,2.32
227,Louis Beyer,GER,DF,M'Gladbach,Bundesliga,21,2000,16,1299,0,0.49,0,3.54,1.11
228,Bartosz Bialek,POL,FW,Wolfsburg,Bundesliga,20,2001,10,169,0,3.68,0,1.05,1.05
229,Giulian Biancone,FRA,DF,Troyes,Ligue 1,22,2000,30,2050,0,1.23,0.09,2.81,1.45
230,Mads Bidstrup,DEN,MF,Brentford,Premier League,21,2001,4,41,0,0,0,4,2
231,Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,16,1281,0.07,0.56,0,5,0.92
232,Jean-Claude Billong,CMR,DF,Clermont Foot,Ligue 1,28,1993,14,890,0,0.4,0,3.33,0.91
233,Luis Binks,ENG,DF,Bologna,Serie A,20,2001,14,601,0,0.3,0,5.67,1.04
234,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29,1992,34,2884,0.13,1.13,0.03,0.88,0.81
235,Davide Biraschi,ITA,DF,Genoa,Serie A,27,1994,14,930,0,0.29,0,3.3,1.17
236,Tom Bischof,GER,MF-FW,Hoffenheim,Bundesliga,16,2005,1,14,0,0,0,5,5
237,Yves Bissouma,MLI,MF,Brighton,Premier League,25,1996,23,1886,0.05,0.95,0.05,1.95,1.48
238,Nathan Bitu Mazala,FRA,DF,Paris S-G,Ligue 1,19,2002,1,11,0,0,0,0,0
239,Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,35,3150,0,0,0.03,0,0
240,Bjarki Bjarkason,ISL,FW,Venezia,Serie A,21,2000,1,3,0,0,0,0,0
241,Blanco,ESP,MF,Real Madrid,La Liga,21,2000,1,31,0,0,0,3.33,6.67
242,Ludovic Blas,FRA,MF-FW,Nantes,Ligue 1,24,1997,32,2711,0.3,2.56,0.1,0.17,1.23
243,Danny Blum,GER,FW-MF,Bochum,Bundesliga,31,1991,12,339,0.53,2.63,0,0.53,0.79
244,Myron Boadu,NED,FW,Monaco,Ligue 1,21,2001,28,901,0.4,2,0.1,0.1,1.8
245,Kevin-Prince Boateng,GHA,MF-FW,Hertha BSC,Bundesliga,35,1987,16,627,0,1.29,0,2.14,2.71
