Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
2067,Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,19,2002,22,1099,0.16,2.05,0,1.64,3.69
2068,Stefan de Vrij,NED,DF,Inter,Serie A,30,1992,27,2158,0,0.67,0,3.54,0.83
2069,Nikola Vuk?evi?,MNE,MF,Levante,La Liga,30,1991,6,118,0,0.77,0,2.31,2.31
2070,Mat?j Vydra,CZE,FW,Burnley,Premier League,30,1992,22,679,0.27,2.53,0.4,1.2,1.73
2071,Walace,BRA,MF,Udinese,Serie A,27,1995,33,2700,0.03,1.43,0,1.13,1.63
2072,Theo Walcott,ENG,MF-FW,Southampton,Premier League,33,1989,9,379,0,1.43,0,0.48,0.48
2073,Luca Waldschmidt,GER,MF-FW,Wolfsburg,Bundesliga,25,1996,14,717,0.13,2.13,0,0.38,1.38
2074,Kyle Walker,ENG,DF,Manchester City,Premier League,31,1990,20,1755,0,0.41,0.1,1.23,0.36
2075,Kyle Walker-Peters,ENG,DF,Southampton,Premier League,25,1997,29,2363,0.04,0.95,0.08,1.56,1.03
2076,Sebastian Walukiewicz,POL,DF,Cagliari,Serie A,22,2000,7,302,0,0.29,0,3.24,1.18
2077,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,24,1997,20,1793,0,0.25,0,2.41,0.95
2078,Paul Wanner,GER,FW-MF,Bayern Munich,Bundesliga,16,2005,4,39,0,0,0,0,2.5
2079,Joel Ward,ENG,DF,Crystal Palace,Premier League,32,1989,26,2307,0,0.35,0,3.67,1.02
2080,James Ward-Prowse,ENG,MF,Southampton,Premier League,27,1994,33,2945,0.28,1.38,0.15,1.25,0.89
2081,Magnus Warming,DEN,FW-DF,Torino,Serie A,21,2000,4,58,0,0,0,0,1.67
2082,Daniel Wass,DEN,DF,FALSE,La Liga,32,1989,1,45,0,0,0,6,2
2083,Ollie Watkins,ENG,FW,Aston Villa,Premier League,26,1995,30,2525,0.32,2.38,0.04,0.89,1.1
2084,Timothy Weah,USA,MF-FW,Lille,Ligue 1,22,2000,26,1346,0,1.73,0.2,0.27,0.6
2085,Adam Webster,ENG,DF,Brighton,Premier League,27,1995,19,1291,0.14,0.49,0,4.9,1.19
2086,Wout Weghorst,NED,FW,Burnley,Premier League,29,1992,16,1282,0.14,1.62,0.21,0.77,1.97
2087,Danny Welbeck,ENG,FW-MF,Brighton,Premier League,31,1990,22,1208,0.3,2.31,0.07,1.04,1.27
2088,Timo Werner,GER,FW-MF,Chelsea,Premier League,26,1996,20,1193,0.3,3.16,0.08,0.23,0.9
2089,Ashley Westwood,ENG,MF,Burnley,Premier League,32,1990,27,2287,0,0.55,0.12,0.79,1.26
2090,Ben White,ENG,DF,Arsenal,Premier League,24,1997,31,2790,0,0.39,0,3.48,0.68
2091,Silvan Widmer,SUI,DF,Mainz 05,Bundesliga,29,1993,32,2830,0.1,0.64,0.16,1.78,1.24
2092,Georginio Wijnaldum,NED,MF,Paris S-G,Ligue 1,31,1990,28,1561,0.06,1.16,0.17,0.46,0.46
2093,Jetro Willems,NED,DF,FALSE,Bundesliga,28,1994,23,1537,0.06,0.7,0,2.69,0.88
2094,Brandon Williams,ENG,DF,Norwich City,Premier League,21,2000,25,2030,0,0.18,0.04,1.95,1.06
2095,Neco Williams,WAL,DF,Liverpool,Premier League,21,2001,1,8,0,0,10,0,0
2096,Nico Williams,ESP,MF,Athletic Club,La Liga,19,2002,31,1171,0,2.23,0,0.31,2
2097,Joe Willock,ENG,MF,Newcastle Utd,Premier League,22,1999,29,2038,0.09,1.5,0,0.71,1.81
2098,Callum Wilson,ENG,FW,Newcastle Utd,Premier League,30,1992,15,1184,0.45,1.89,0,0.91,1.97
2099,Patrick Wimmer,AUT,FW-MF,Arminia,Bundesliga,20,2001,29,1917,0.14,2.58,0.28,0.8,2.35
2100,Jonas Wind,DEN,FW-MF,Wolfsburg,Bundesliga,23,1999,12,1001,0.36,2.88,0,1.17,1.35
2101,Marten Winkler,GER,MF,Hertha BSC,Bundesliga,19,2002,1,26,0,0,0,0,3.33
2102,Harry Winks,ENG,MF,Tottenham,Premier League,26,1996,17,888,0,0.3,0.1,0.81,1.21
2103,Frederik Winther,DEN,DF,Augsburg,Bundesliga,21,2001,4,328,0,0,0,4.72,0.28
2104,Florian Wirtz,GER,MF-FW,Leverkusen,Bundesliga,19,2003,24,1851,0.34,1.75,0.49,0.1,0.83
2105,Yoane Wissa,COD,FW-MF,Brentford,Premier League,25,1996,27,1053,0.43,1.88,0,0.51,0.6
2106,Axel Witsel,BEL,MF-DF,Dortmund,Bundesliga,33,1989,27,1769,0.1,0.41,0,2.13,1.22
2107,Hannes Wolf,AUT,FW-MF,M'Gladbach,Bundesliga,23,1999,7,307,0,1.76,0,0.59,2.35
2108,Marius Wolf,GER,DF-FW,Dortmund,Bundesliga,26,1995,25,1165,0.23,1.55,0.08,0.39,1.47
2109,Jeong Woo-yeong,KOR,FW-MF,Freiburg,Bundesliga,22,1999,30,1669,0.27,2.7,0.11,0.81,0.54
2110,Chris Wood,NZL,FW,Newcastle Utd,Premier League,30,1991,15,1241,0.14,1.38,0,0.58,1.38
2111,Freddie Woodman,ENG,GK,Newcastle Utd,Premier League,25,1997,4,360,0,0,0,0,0
2112,Christopher Wooh,FRA,DF,Lens,Ligue 1,20,2001,14,1050,0,0.68,0.09,3.93,0.85
2113,Joscha Wosz,GER,DF,RB Leipzig,Bundesliga,19,2002,1,9,0,0,0,0,10
2114,Xeka,POR,MF,Lille,Ligue 1,27,1994,23,1619,0.17,1.22,0,2.22,1.89
2115,Granit Xhaka,SUI,MF,Arsenal,Premier League,29,1992,23,1995,0.05,1.04,0.09,1.04,1.4
2116,Andriy Yarmolenko,UKR,FW,West Ham,Premier League,32,1989,16,260,0.34,3.79,0,0.34,0.34
2117,Kelvin Yeboah,ITA,FW,Genoa,Serie A,22,2000,14,636,0,1.27,0.14,0.7,3.1
2118,Gerard Yepes,ESP,MF-DF,Sampdoria,Serie A,19,2002,3,14,0,0,0,0,5
2119,Maya Yoshida,JPN,DF,Sampdoria,Serie A,33,1988,25,1747,0.1,0.52,0.1,3.92,1.24
2120,Ashley Young,ENG,DF-FW,Aston Villa,Premier League,36,1985,22,1230,0,0.73,0.15,1.75,1.39
2121,Zaydou Youssouf,FRA,MF,FALSE,Ligue 1,22,1999,28,1407,0,1.22,0,0.83,1.35
2122,Mattia Zaccagni,ITA,MF-FW,Hellas Verona,Serie A,26,1995,2,180,1,1.5,0,0,0.5
2123,Dan-Axel Zagadou,FRA,DF,Dortmund,Bundesliga,22,1999,13,781,0,0.34,0,4.48,1.03
2124,Wilfried Zaha,CIV,FW,Crystal Palace,Premier League,29,1992,29,2408,0.45,2.05,0.04,0.15,1.27
2125,Denis Zakaria,SUI,MF-DF,M'Gladbach,Bundesliga,25,1996,16,1395,0.13,1.16,0.06,1.48,1.48
2126,Nicola Zalewski,POL,DF,Roma,Serie A,20,2002,13,626,0,0.57,0,0.86,1
2127,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,26,1995,22,1743,0,0.88,0.05,1.24,2.11
2128,Alessandro Zanoli,ITA,DF,Napoli,Serie A,21,2000,11,367,0,0,0,2.2,2.2
2129,Mattia Zanotti,ITA,DF,Inter,Serie A,19,2003,1,9,0,0,0,0,0
2130,Gabriele Zappa,ITA,DF,Cagliari,Serie A,22,1999,25,1144,0,0.47,0,1.26,1.34
2131,Davide Zappacosta,ITA,DF,Atalanta,Serie A,29,1992,31,2088,0.04,1.38,0.22,0.73,1.47
2132,Oier Zarraga,ESP,MF,Athletic Club,La Liga,23,1999,27,1064,0.08,1.44,0,0.59,1.78
2133,Simone Zaza,ITA,FW-MF,Torino,Serie A,30,1991,10,129,0,6.43,0,3.57,3.57
2134,Akim Zedadka,FRA,DF,Clermont Foot,Ligue 1,26,1995,35,3067,0,0.79,0.09,1.17,0.85
2135,Deyovaisio Zeefuik,NED,DF-MF,Hertha BSC,Bundesliga,24,1998,11,565,0,0,0,2.7,0.79
2136,Marvin Zeegelaar,NED,DF,Udinese,Serie A,31,1990,14,643,0,0.42,0,2.54,1.83
2137,Arber Zeneli,KVX,FW,Reims,Ligue 1,27,1995,7,335,0.27,2.7,0.81,0,0.81
2138,Robin Zentner,GER,GK,Mainz 05,Bundesliga,27,1994,32,2880,0,0,0,0.13,0.03
2139,Andi Zeqiri,SUI,FW-MF,Augsburg,Bundesliga,22,1999,21,1004,0.18,2.86,0.09,0.89,2.05
2140,Mehdi Zerkane,ALG,MF-DF,Bordeaux,Ligue 1,22,1999,6,83,0,1.11,0,0,1.11
2141,Edon Zhegrova,KVX,MF-FW,Lille,Ligue 1,23,1999,10,396,0.45,2.95,0.23,0.23,0.23
2142,Luca Zidane,FRA,GK-MF,Rayo Vallecano,La Liga,23,1998,7,555,0,0,0,0,0
2143,Piotr Zieli?ski,POL,MF,Napoli,Serie A,27,1994,32,1978,0.23,1.91,0.23,0.14,0.86
2144,David Zima,CZE,DF,Torino,Serie A,21,2000,18,1134,0,0.48,0,4.05,1.51
2145,Christoph Zimmermann,GER,DF,Norwich City,Premier League,29,1993,2,102,0,0.91,0,2.73,0
2146,Oleksandr Zinchenko,UKR,DF,Manchester City,Premier League,25,1996,11,732,0,0.74,0.25,0.99,0.99
2147,Hakim Ziyech,MAR,FW-MF,Chelsea,Premier League,29,1993,20,1126,0.32,3.44,0.16,0.72,2
2148,Jeroen Zoet,NED,GK,Spezia,Serie A,31,1991,7,630,0,0,0,0,0.14
2149,Simon Zoller,GER,FW,Bochum,Bundesliga,30,1991,8,490,0.37,1.67,0.37,0.37,2.78
2150,Nadir Zortea,ITA,DF-MF,Salernitana,Serie A,22,1999,26,1325,0.07,0.95,0.14,1.56,1.02
2151,Banhie Zoukrou,FRA,DF,Troyes,Ligue 1,18,2003,4,77,0,1.11,0,1.11,1.11
2152,Kurt Zouma,FRA,DF,West Ham,Premier League,27,1994,21,1808,0.05,0.35,0,6.27,0.6
2153,Igor Zubeldia,ESP,DF,Real Sociedad,La Liga,25,1997,23,1385,0,0.52,0.06,3.9,1.43
2154,Szymon ?urkowski,POL,MF,Empoli,Serie A,24,1997,32,2086,0.26,1.98,0.04,1.08,2.07
2155,Milan ?uri?,BIH,FW,Salernitana,Serie A,31,1990,30,1906,0.24,1.79,0.19,1.32,1.32
2156,Filip ?uri?i?,SRB,MF-FW,Sassuolo,Serie A,30,1992,12,671,0.27,2.4,0.13,0,1.6
